Local Time (Sensor),Date,Time,countlineName,direction,Car,Pedestrian,Cyclist,Motorbike,Bus,OGV1,OGV2,LGV
23/07/2019 17:00,23/07/2019,17:00:00,S10_EastRoad_CAM003,in,666,169,163,22,26,4,0,69
23/07/2019 17:00,23/07/2019,17:00:00,S10_EastRoad_CAM003,out,547,181,152,16,10,1,0,46
23/07/2019 18:00,23/07/2019,18:00:00,S10_EastRoad_CAM003,in,657,147,131,24,20,3,0,70
23/07/2019 18:00,23/07/2019,18:00:00,S10_EastRoad_CAM003,out,538,173,167,19,12,3,0,32
23/07/2019 19:00,23/07/2019,19:00:00,S10_EastRoad_CAM003,in,556,96,107,16,12,2,0,33
23/07/2019 19:00,23/07/2019,19:00:00,S10_EastRoad_CAM003,out,540,123,89,24,8,2,0,33
23/07/2019 20:00,23/07/2019,20:00:00,S10_EastRoad_CAM003,in,437,95,84,29,11,3,0,37
23/07/2019 20:00,23/07/2019,20:00:00,S10_EastRoad_CAM003,out,410,81,62,27,8,3,0,27
23/07/2019 21:00,23/07/2019,21:00:00,S10_EastRoad_CAM003,in,463,80,63,21,7,4,6,29
23/07/2019 21:00,23/07/2019,21:00:00,S10_EastRoad_CAM003,out,371,101,31,12,3,1,1,18
23/07/2019 22:00,23/07/2019,22:00:00,S10_EastRoad_CAM003,in,407,58,43,18,2,4,2,8
23/07/2019 22:00,23/07/2019,22:00:00,S10_EastRoad_CAM003,out,372,74,21,14,5,7,0,11
23/07/2019 23:00,23/07/2019,23:00:00,S10_EastRoad_CAM003,in,276,32,37,3,5,6,1,9
23/07/2019 23:00,23/07/2019,23:00:00,S10_EastRoad_CAM003,out,229,51,16,8,3,7,1,6
24/07/2019 00:00,24/07/2019,00:00:00,S10_EastRoad_CAM003,in,132,15,12,5,2,6,2,7
24/07/2019 00:00,24/07/2019,00:00:00,S10_EastRoad_CAM003,out,99,20,6,1,3,3,0,6
24/07/2019 01:00,24/07/2019,01:00:00,S10_EastRoad_CAM003,in,72,11,7,0,0,4,1,4
24/07/2019 01:00,24/07/2019,01:00:00,S10_EastRoad_CAM003,out,60,12,2,3,0,1,0,3
24/07/2019 02:00,24/07/2019,02:00:00,S10_EastRoad_CAM003,in,57,4,0,0,0,4,0,3
24/07/2019 02:00,24/07/2019,02:00:00,S10_EastRoad_CAM003,out,32,3,2,0,1,2,0,6
24/07/2019 03:00,24/07/2019,03:00:00,S10_EastRoad_CAM003,in,33,2,0,0,0,6,3,4
24/07/2019 03:00,24/07/2019,03:00:00,S10_EastRoad_CAM003,out,39,3,0,1,0,2,0,4
24/07/2019 04:00,24/07/2019,04:00:00,S10_EastRoad_CAM003,in,42,6,2,0,1,5,0,8
24/07/2019 04:00,24/07/2019,04:00:00,S10_EastRoad_CAM003,out,80,13,5,2,1,1,0,14
24/07/2019 05:00,24/07/2019,05:00:00,S10_EastRoad_CAM003,in,67,5,2,2,0,1,0,20
24/07/2019 05:00,24/07/2019,05:00:00,S10_EastRoad_CAM003,out,128,6,21,4,2,6,2,30
24/07/2019 06:00,24/07/2019,06:00:00,S10_EastRoad_CAM003,in,147,13,28,3,3,10,2,31
24/07/2019 06:00,24/07/2019,06:00:00,S10_EastRoad_CAM003,out,305,43,48,14,4,14,0,74
24/07/2019 07:00,24/07/2019,07:00:00,S10_EastRoad_CAM003,in,312,64,19,4,15,15,8,84
24/07/2019 07:00,24/07/2019,07:00:00,S10_EastRoad_CAM003,out,549,96,137,25,9,19,2,195
24/07/2019 08:00,24/07/2019,08:00:00,S10_EastRoad_CAM003,in,363,97,34,0,15,18,5,92
24/07/2019 08:00,24/07/2019,08:00:00,S10_EastRoad_CAM003,out,598,178,254,20,7,22,1,162
24/07/2019 09:00,24/07/2019,09:00:00,S10_EastRoad_CAM003,in,469,98,29,5,15,12,1,139
24/07/2019 09:00,24/07/2019,09:00:00,S10_EastRoad_CAM003,out,590,129,120,10,7,7,0,118
24/07/2019 10:00,24/07/2019,10:00:00,S10_EastRoad_CAM003,in,440,65,19,2,16,17,1,124
24/07/2019 10:00,24/07/2019,10:00:00,S10_EastRoad_CAM003,out,507,132,46,7,10,10,1,123
24/07/2019 11:00,24/07/2019,11:00:00,S10_EastRoad_CAM003,in,504,102,25,7,15,16,2,117
24/07/2019 11:00,24/07/2019,11:00:00,S10_EastRoad_CAM003,out,485,103,35,6,14,16,0,124
24/07/2019 12:00,24/07/2019,12:00:00,S10_EastRoad_CAM003,in,495,133,50,12,19,18,0,114
24/07/2019 12:00,24/07/2019,12:00:00,S10_EastRoad_CAM003,out,551,130,51,13,12,9,0,103
24/07/2019 13:00,24/07/2019,13:00:00,S10_EastRoad_CAM003,in,482,171,58,12,14,11,1,90
24/07/2019 13:00,24/07/2019,13:00:00,S10_EastRoad_CAM003,out,529,194,41,19,15,11,1,107
24/07/2019 14:00,24/07/2019,14:00:00,S10_EastRoad_CAM003,in,536,102,71,10,19,13,0,104
24/07/2019 14:00,24/07/2019,14:00:00,S10_EastRoad_CAM003,out,483,164,33,15,10,7,0,113
24/07/2019 15:00,24/07/2019,15:00:00,S10_EastRoad_CAM003,in,597,113,49,11,15,6,0,145
24/07/2019 15:00,24/07/2019,15:00:00,S10_EastRoad_CAM003,out,527,158,41,10,13,10,0,86
24/07/2019 16:00,24/07/2019,16:00:00,S10_EastRoad_CAM003,in,705,122,60,17,15,3,0,119
24/07/2019 16:00,24/07/2019,16:00:00,S10_EastRoad_CAM003,out,492,155,73,13,10,7,1,67
24/07/2019 17:00,24/07/2019,17:00:00,S10_EastRoad_CAM003,in,675,131,91,10,15,2,0,43
24/07/2019 17:00,24/07/2019,17:00:00,S10_EastRoad_CAM003,out,639,144,148,18,15,0,0,29
24/07/2019 18:00,24/07/2019,18:00:00,S10_EastRoad_CAM003,in,645,125,119,8,17,0,0,40
24/07/2019 18:00,24/07/2019,18:00:00,S10_EastRoad_CAM003,out,589,135,135,17,9,2,0,31
24/07/2019 19:00,24/07/2019,19:00:00,S10_EastRoad_CAM003,in,570,119,126,21,9,2,1,40
24/07/2019 19:00,24/07/2019,19:00:00,S10_EastRoad_CAM003,out,502,112,107,36,6,2,0,25
24/07/2019 20:00,24/07/2019,20:00:00,S10_EastRoad_CAM003,in,526,91,105,24,13,0,0,33
24/07/2019 20:00,24/07/2019,20:00:00,S10_EastRoad_CAM003,out,449,131,89,23,6,1,1,26
24/07/2019 21:00,24/07/2019,21:00:00,S10_EastRoad_CAM003,in,487,71,53,28,2,6,4,26
24/07/2019 21:00,24/07/2019,21:00:00,S10_EastRoad_CAM003,out,318,59,33,21,1,1,1,15
24/07/2019 22:00,24/07/2019,22:00:00,S10_EastRoad_CAM003,in,391,49,50,14,2,5,5,15
24/07/2019 22:00,24/07/2019,22:00:00,S10_EastRoad_CAM003,out,295,62,23,15,3,2,0,17
24/07/2019 23:00,24/07/2019,23:00:00,S10_EastRoad_CAM003,in,236,41,44,5,0,6,3,8
24/07/2019 23:00,24/07/2019,23:00:00,S10_EastRoad_CAM003,out,182,37,12,5,4,3,0,13
25/07/2019 00:00,25/07/2019,00:00:00,S10_EastRoad_CAM003,in,156,15,18,5,0,6,1,7
25/07/2019 00:00,25/07/2019,00:00:00,S10_EastRoad_CAM003,out,113,7,5,2,1,1,0,5
25/07/2019 01:00,25/07/2019,01:00:00,S10_EastRoad_CAM003,in,72,6,4,1,1,7,1,6
25/07/2019 01:00,25/07/2019,01:00:00,S10_EastRoad_CAM003,out,47,6,1,0,1,1,0,7
25/07/2019 02:00,25/07/2019,02:00:00,S10_EastRoad_CAM003,in,47,4,6,0,1,10,3,4
25/07/2019 02:00,25/07/2019,02:00:00,S10_EastRoad_CAM003,out,48,5,2,0,1,1,0,4
25/07/2019 03:00,25/07/2019,03:00:00,S10_EastRoad_CAM003,in,28,8,2,0,0,6,1,7
25/07/2019 03:00,25/07/2019,03:00:00,S10_EastRoad_CAM003,out,46,4,0,3,1,1,0,3
25/07/2019 04:00,25/07/2019,04:00:00,S10_EastRoad_CAM003,in,50,5,5,1,0,6,0,8
25/07/2019 04:00,25/07/2019,04:00:00,S10_EastRoad_CAM003,out,80,8,9,5,1,2,0,16
25/07/2019 05:00,25/07/2019,05:00:00,S10_EastRoad_CAM003,in,73,3,5,0,1,7,3,16
25/07/2019 05:00,25/07/2019,05:00:00,S10_EastRoad_CAM003,out,124,13,13,6,1,10,4,32
25/07/2019 06:00,25/07/2019,06:00:00,S10_EastRoad_CAM003,in,138,11,13,2,4,10,2,31
25/07/2019 06:00,25/07/2019,06:00:00,S10_EastRoad_CAM003,out,283,23,46,13,6,17,0,77
25/07/2019 07:00,25/07/2019,07:00:00,S10_EastRoad_CAM003,in,294,25,21,2,14,9,6,79
25/07/2019 07:00,25/07/2019,07:00:00,S10_EastRoad_CAM003,out,583,65,128,19,8,17,1,177
25/07/2019 08:00,25/07/2019,08:00:00,S10_EastRoad_CAM003,in,387,86,29,4,11,16,3,85
25/07/2019 08:00,25/07/2019,08:00:00,S10_EastRoad_CAM003,out,574,140,256,14,12,16,0,134
25/07/2019 09:00,25/07/2019,09:00:00,S10_EastRoad_CAM003,in,461,75,14,6,17,16,2,139
25/07/2019 09:00,25/07/2019,09:00:00,S10_EastRoad_CAM003,out,532,97,127,6,6,20,0,142
25/07/2019 10:00,25/07/2019,10:00:00,S10_EastRoad_CAM003,in,531,40,10,5,13,19,3,142
25/07/2019 10:00,25/07/2019,10:00:00,S10_EastRoad_CAM003,out,487,79,21,9,13,13,0,114
25/07/2019 11:00,25/07/2019,11:00:00,S10_EastRoad_CAM003,in,541,47,19,1,15,22,0,117
25/07/2019 11:00,25/07/2019,11:00:00,S10_EastRoad_CAM003,out,506,71,15,7,10,9,0,108
25/07/2019 12:00,25/07/2019,12:00:00,S10_EastRoad_CAM003,in,543,93,47,12,19,18,1,115
25/07/2019 12:00,25/07/2019,12:00:00,S10_EastRoad_CAM003,out,599,118,40,5,10,13,0,108
25/07/2019 13:00,25/07/2019,13:00:00,S10_EastRoad_CAM003,in,575,105,48,7,22,11,0,129
25/07/2019 13:00,25/07/2019,13:00:00,S10_EastRoad_CAM003,out,527,152,40,17,16,13,0,119
25/07/2019 14:00,25/07/2019,14:00:00,S10_EastRoad_CAM003,in,584,95,53,9,15,16,1,121
25/07/2019 14:00,25/07/2019,14:00:00,S10_EastRoad_CAM003,out,515,117,47,13,9,13,0,99
25/07/2019 15:00,25/07/2019,15:00:00,S10_EastRoad_CAM003,in,631,107,83,19,18,8,0,128
25/07/2019 15:00,25/07/2019,15:00:00,S10_EastRoad_CAM003,out,481,95,67,19,13,7,0,95
25/07/2019 16:00,25/07/2019,16:00:00,S10_EastRoad_CAM003,in,698,110,78,12,17,3,1,93
25/07/2019 16:00,25/07/2019,16:00:00,S10_EastRoad_CAM003,out,508,121,103,16,13,3,0,49
25/07/2019 17:00,25/07/2019,17:00:00,S10_EastRoad_CAM003,in,727,130,120,20,15,0,0,52
25/07/2019 17:00,25/07/2019,17:00:00,S10_EastRoad_CAM003,out,604,146,125,22,15,2,0,40
25/07/2019 18:00,25/07/2019,18:00:00,S10_EastRoad_CAM003,in,696,137,104,15,12,2,0,57
25/07/2019 18:00,25/07/2019,18:00:00,S10_EastRoad_CAM003,out,640,101,113,28,10,1,0,24
25/07/2019 19:00,25/07/2019,19:00:00,S10_EastRoad_CAM003,in,584,98,109,14,12,0,0,41
25/07/2019 19:00,25/07/2019,19:00:00,S10_EastRoad_CAM003,out,564,104,85,22,7,2,0,28
25/07/2019 20:00,25/07/2019,20:00:00,S10_EastRoad_CAM003,in,469,75,83,22,9,1,0,31
25/07/2019 20:00,25/07/2019,20:00:00,S10_EastRoad_CAM003,out,453,86,60,20,5,1,0,26
25/07/2019 21:00,25/07/2019,21:00:00,S10_EastRoad_CAM003,in,521,58,45,18,4,10,7,32
25/07/2019 21:00,25/07/2019,21:00:00,S10_EastRoad_CAM003,out,433,62,32,10,3,1,0,20
25/07/2019 22:00,25/07/2019,22:00:00,S10_EastRoad_CAM003,in,452,50,61,16,1,11,4,20
25/07/2019 22:00,25/07/2019,22:00:00,S10_EastRoad_CAM003,out,350,62,27,14,1,1,0,6
25/07/2019 23:00,25/07/2019,23:00:00,S10_EastRoad_CAM003,in,323,28,30,5,1,2,2,8
25/07/2019 23:00,25/07/2019,23:00:00,S10_EastRoad_CAM003,out,237,49,18,5,2,0,0,13
26/07/2019 00:00,26/07/2019,00:00:00,S10_EastRoad_CAM003,in,149,12,16,4,1,6,0,7
26/07/2019 00:00,26/07/2019,00:00:00,S10_EastRoad_CAM003,out,127,13,1,1,1,0,0,8
26/07/2019 01:00,26/07/2019,01:00:00,S10_EastRoad_CAM003,in,74,11,7,2,0,9,2,6
26/07/2019 01:00,26/07/2019,01:00:00,S10_EastRoad_CAM003,out,60,2,1,1,0,0,0,4
26/07/2019 02:00,26/07/2019,02:00:00,S10_EastRoad_CAM003,in,45,5,9,1,0,7,2,2
26/07/2019 02:00,26/07/2019,02:00:00,S10_EastRoad_CAM003,out,48,4,2,0,2,0,0,5
26/07/2019 03:00,26/07/2019,03:00:00,S10_EastRoad_CAM003,in,51,7,4,1,1,7,0,6
26/07/2019 03:00,26/07/2019,03:00:00,S10_EastRoad_CAM003,out,46,5,1,0,2,4,0,3
26/07/2019 04:00,26/07/2019,04:00:00,S10_EastRoad_CAM003,in,47,12,7,1,0,4,3,13
26/07/2019 04:00,26/07/2019,04:00:00,S10_EastRoad_CAM003,out,96,10,6,1,2,2,0,17
26/07/2019 05:00,26/07/2019,05:00:00,S10_EastRoad_CAM003,in,61,6,5,1,1,4,2,19
26/07/2019 05:00,26/07/2019,05:00:00,S10_EastRoad_CAM003,out,121,14,16,6,2,13,1,33
26/07/2019 06:00,26/07/2019,06:00:00,S10_EastRoad_CAM003,in,153,13,20,2,1,9,1,27
26/07/2019 06:00,26/07/2019,06:00:00,S10_EastRoad_CAM003,out,275,30,39,9,6,15,0,68
26/07/2019 07:00,26/07/2019,07:00:00,S10_EastRoad_CAM003,in,255,36,12,1,11,16,2,95
26/07/2019 07:00,26/07/2019,07:00:00,S10_EastRoad_CAM003,out,534,82,91,13,9,14,3,183
26/07/2019 08:00,26/07/2019,08:00:00,S10_EastRoad_CAM003,in,409,81,55,3,13,20,1,92
26/07/2019 08:00,26/07/2019,08:00:00,S10_EastRoad_CAM003,out,615,147,227,23,9,25,0,139
26/07/2019 09:00,26/07/2019,09:00:00,S10_EastRoad_CAM003,in,432,97,47,3,17,12,6,123
26/07/2019 09:00,26/07/2019,09:00:00,S10_EastRoad_CAM003,out,548,148,139,13,8,24,4,137
26/07/2019 10:00,26/07/2019,10:00:00,S10_EastRoad_CAM003,in,498,107,45,2,13,23,4,129
26/07/2019 10:00,26/07/2019,10:00:00,S10_EastRoad_CAM003,out,537,114,81,19,11,19,3,151
26/07/2019 11:00,26/07/2019,11:00:00,S10_EastRoad_CAM003,in,520,108,53,10,15,14,2,122
26/07/2019 11:00,26/07/2019,11:00:00,S10_EastRoad_CAM003,out,509,103,69,19,11,13,0,108
26/07/2019 12:00,26/07/2019,12:00:00,S10_EastRoad_CAM003,in,632,141,55,7,11,12,2,124
26/07/2019 12:00,26/07/2019,12:00:00,S10_EastRoad_CAM003,out,580,152,73,17,11,10,1,116
26/07/2019 13:00,26/07/2019,13:00:00,S10_EastRoad_CAM003,in,605,161,61,16,21,11,1,114
26/07/2019 13:00,26/07/2019,13:00:00,S10_EastRoad_CAM003,out,578,162,83,18,11,16,1,86
26/07/2019 14:00,26/07/2019,14:00:00,S10_EastRoad_CAM003,in,638,134,68,11,15,20,0,111
26/07/2019 14:00,26/07/2019,14:00:00,S10_EastRoad_CAM003,out,540,115,69,18,9,10,0,83
26/07/2019 15:00,26/07/2019,15:00:00,S10_EastRoad_CAM003,in,675,127,60,11,23,13,0,122
26/07/2019 15:00,26/07/2019,15:00:00,S10_EastRoad_CAM003,out,533,113,83,17,8,8,0,89
26/07/2019 16:00,26/07/2019,16:00:00,S10_EastRoad_CAM003,in,715,145,98,14,11,5,2,92
26/07/2019 16:00,26/07/2019,16:00:00,S10_EastRoad_CAM003,out,520,160,96,26,6,7,0,47
26/07/2019 17:00,26/07/2019,17:00:00,S10_EastRoad_CAM003,in,685,143,136,24,16,5,0,56
26/07/2019 17:00,26/07/2019,17:00:00,S10_EastRoad_CAM003,out,572,160,122,27,11,1,0,33
26/07/2019 18:00,26/07/2019,18:00:00,S10_EastRoad_CAM003,in,654,135,107,16,17,5,1,58
26/07/2019 18:00,26/07/2019,18:00:00,S10_EastRoad_CAM003,out,583,141,102,21,10,1,0,32
26/07/2019 19:00,26/07/2019,19:00:00,S10_EastRoad_CAM003,in,558,121,75,26,12,1,0,27
26/07/2019 19:00,26/07/2019,19:00:00,S10_EastRoad_CAM003,out,597,106,82,27,4,4,0,26
26/07/2019 20:00,26/07/2019,20:00:00,S10_EastRoad_CAM003,in,556,109,76,32,7,3,0,29
26/07/2019 20:00,26/07/2019,20:00:00,S10_EastRoad_CAM003,out,457,80,48,27,9,3,0,11
26/07/2019 21:00,26/07/2019,21:00:00,S10_EastRoad_CAM003,in,521,78,45,21,10,5,3,30
26/07/2019 21:00,26/07/2019,21:00:00,S10_EastRoad_CAM003,out,405,94,52,24,1,0,0,20
26/07/2019 22:00,26/07/2019,22:00:00,S10_EastRoad_CAM003,in,492,72,38,22,0,3,5,23
26/07/2019 22:00,26/07/2019,22:00:00,S10_EastRoad_CAM003,out,398,83,28,11,4,0,0,13
26/07/2019 23:00,26/07/2019,23:00:00,S10_EastRoad_CAM003,in,376,51,50,7,0,7,2,7
26/07/2019 23:00,26/07/2019,23:00:00,S10_EastRoad_CAM003,out,336,62,10,8,3,0,0,10
27/07/2019 00:00,27/07/2019,00:00:00,S10_EastRoad_CAM003,in,258,45,25,8,2,5,0,10
27/07/2019 00:00,27/07/2019,00:00:00,S10_EastRoad_CAM003,out,185,28,11,3,2,0,0,6
27/07/2019 01:00,27/07/2019,01:00:00,S10_EastRoad_CAM003,in,142,29,20,2,0,3,1,5
27/07/2019 01:00,27/07/2019,01:00:00,S10_EastRoad_CAM003,out,134,21,2,0,0,0,0,7
27/07/2019 02:00,27/07/2019,02:00:00,S10_EastRoad_CAM003,in,75,19,9,0,0,3,2,2
27/07/2019 02:00,27/07/2019,02:00:00,S10_EastRoad_CAM003,out,69,6,3,0,2,1,0,2
27/07/2019 03:00,27/07/2019,03:00:00,S10_EastRoad_CAM003,in,88,15,0,0,0,4,2,6
27/07/2019 03:00,27/07/2019,03:00:00,S10_EastRoad_CAM003,out,73,8,0,1,0,1,0,5
27/07/2019 04:00,27/07/2019,04:00:00,S10_EastRoad_CAM003,in,62,7,4,3,0,5,1,5
27/07/2019 04:00,27/07/2019,04:00:00,S10_EastRoad_CAM003,out,85,9,1,1,3,1,0,8
27/07/2019 05:00,27/07/2019,05:00:00,S10_EastRoad_CAM003,in,59,4,3,1,0,2,0,11
27/07/2019 05:00,27/07/2019,05:00:00,S10_EastRoad_CAM003,out,99,13,5,3,0,3,1,19
27/07/2019 06:00,27/07/2019,06:00:00,S10_EastRoad_CAM003,in,84,9,20,1,2,7,1,19
27/07/2019 06:00,27/07/2019,06:00:00,S10_EastRoad_CAM003,out,130,20,28,5,5,9,0,17
27/07/2019 07:00,27/07/2019,07:00:00,S10_EastRoad_CAM003,in,190,21,10,1,3,6,1,41
27/07/2019 07:00,27/07/2019,07:00:00,S10_EastRoad_CAM003,out,226,45,34,4,16,8,2,57
27/07/2019 08:00,27/07/2019,08:00:00,S10_EastRoad_CAM003,in,345,60,21,2,14,8,0,50
27/07/2019 08:00,27/07/2019,08:00:00,S10_EastRoad_CAM003,out,395,58,44,3,17,8,0,71
27/07/2019 09:00,27/07/2019,09:00:00,S10_EastRoad_CAM003,in,467,72,25,6,16,8,0,77
27/07/2019 09:00,27/07/2019,09:00:00,S10_EastRoad_CAM003,out,537,78,63,2,7,6,0,55
27/07/2019 10:00,27/07/2019,10:00:00,S10_EastRoad_CAM003,in,583,90,31,2,19,0,0,64
27/07/2019 10:00,27/07/2019,10:00:00,S10_EastRoad_CAM003,out,606,87,57,3,13,2,0,60
27/07/2019 11:00,27/07/2019,11:00:00,S10_EastRoad_CAM003,in,683,121,20,6,18,2,0,53
27/07/2019 11:00,27/07/2019,11:00:00,S10_EastRoad_CAM003,out,692,93,58,13,11,2,0,42
27/07/2019 12:00,27/07/2019,12:00:00,S10_EastRoad_CAM003,in,697,153,49,8,15,0,0,60
27/07/2019 12:00,27/07/2019,12:00:00,S10_EastRoad_CAM003,out,572,112,43,12,7,2,0,33
27/07/2019 13:00,27/07/2019,13:00:00,S10_EastRoad_CAM003,in,650,152,39,14,15,2,0,57
27/07/2019 13:00,27/07/2019,13:00:00,S10_EastRoad_CAM003,out,644,144,58,18,9,2,0,44
27/07/2019 14:00,27/07/2019,14:00:00,S10_EastRoad_CAM003,in,713,154,45,16,13,2,0,45
27/07/2019 14:00,27/07/2019,14:00:00,S10_EastRoad_CAM003,out,617,157,67,20,10,3,0,39
27/07/2019 15:00,27/07/2019,15:00:00,S10_EastRoad_CAM003,in,622,126,59,7,12,0,0,56
27/07/2019 15:00,27/07/2019,15:00:00,S10_EastRoad_CAM003,out,626,179,84,20,8,1,0,37
27/07/2019 16:00,27/07/2019,16:00:00,S10_EastRoad_CAM003,in,665,128,48,16,13,1,0,37
27/07/2019 16:00,27/07/2019,16:00:00,S10_EastRoad_CAM003,out,593,169,79,13,10,0,0,23
27/07/2019 17:00,27/07/2019,17:00:00,S10_EastRoad_CAM003,in,620,114,53,15,16,0,0,36
27/07/2019 17:00,27/07/2019,17:00:00,S10_EastRoad_CAM003,out,651,192,75,17,9,2,0,31
27/07/2019 18:00,27/07/2019,18:00:00,S10_EastRoad_CAM003,in,577,119,45,18,23,2,1,34
27/07/2019 18:00,27/07/2019,18:00:00,S10_EastRoad_CAM003,out,623,125,66,26,9,1,0,19
27/07/2019 19:00,27/07/2019,19:00:00,S10_EastRoad_CAM003,in,548,63,35,13,10,1,0,25
27/07/2019 19:00,27/07/2019,19:00:00,S10_EastRoad_CAM003,out,557,98,30,10,7,3,0,19
27/07/2019 20:00,27/07/2019,20:00:00,S10_EastRoad_CAM003,in,473,83,46,20,10,0,0,24
27/07/2019 20:00,27/07/2019,20:00:00,S10_EastRoad_CAM003,out,460,73,30,7,9,1,0,15
27/07/2019 21:00,27/07/2019,21:00:00,S10_EastRoad_CAM003,in,471,34,2,12,2,0,0,13
27/07/2019 21:00,27/07/2019,21:00:00,S10_EastRoad_CAM003,out,423,38,5,6,2,0,0,12
27/07/2019 22:00,27/07/2019,22:00:00,S10_EastRoad_CAM003,in,400,31,5,11,2,2,0,7
27/07/2019 22:00,27/07/2019,22:00:00,S10_EastRoad_CAM003,out,363,39,5,5,1,0,0,9
27/07/2019 23:00,27/07/2019,23:00:00,S10_EastRoad_CAM003,in,370,23,5,3,2,0,0,12
27/07/2019 23:00,27/07/2019,23:00:00,S10_EastRoad_CAM003,out,258,44,5,1,1,0,0,7
28/07/2019 00:00,28/07/2019,00:00:00,S10_EastRoad_CAM003,in,256,17,2,3,1,1,0,7
28/07/2019 00:00,28/07/2019,00:00:00,S10_EastRoad_CAM003,out,199,14,2,0,2,0,0,12
28/07/2019 01:00,28/07/2019,01:00:00,S10_EastRoad_CAM003,in,127,10,0,2,0,0,0,5
28/07/2019 01:00,28/07/2019,01:00:00,S10_EastRoad_CAM003,out,130,6,0,1,2,0,0,4
28/07/2019 02:00,28/07/2019,02:00:00,S10_EastRoad_CAM003,in,100,8,1,1,0,2,0,6
28/07/2019 02:00,28/07/2019,02:00:00,S10_EastRoad_CAM003,out,103,6,0,0,1,0,0,3
28/07/2019 03:00,28/07/2019,03:00:00,S10_EastRoad_CAM003,in,92,9,1,2,0,0,0,1
28/07/2019 03:00,28/07/2019,03:00:00,S10_EastRoad_CAM003,out,85,4,0,0,0,0,0,1
28/07/2019 04:00,28/07/2019,04:00:00,S10_EastRoad_CAM003,in,57,5,1,2,0,0,0,3
28/07/2019 04:00,28/07/2019,04:00:00,S10_EastRoad_CAM003,out,63,5,0,2,1,2,0,4
28/07/2019 05:00,28/07/2019,05:00:00,S10_EastRoad_CAM003,in,42,5,2,0,1,3,0,6
28/07/2019 05:00,28/07/2019,05:00:00,S10_EastRoad_CAM003,out,84,9,1,0,1,1,0,8
28/07/2019 06:00,28/07/2019,06:00:00,S10_EastRoad_CAM003,in,69,8,7,0,1,3,0,6
28/07/2019 06:00,28/07/2019,06:00:00,S10_EastRoad_CAM003,out,102,8,12,0,2,7,1,11
28/07/2019 07:00,28/07/2019,07:00:00,S10_EastRoad_CAM003,in,143,7,13,0,3,4,2,25
28/07/2019 07:00,28/07/2019,07:00:00,S10_EastRoad_CAM003,out,205,37,19,0,5,2,0,18
28/07/2019 08:00,28/07/2019,08:00:00,S10_EastRoad_CAM003,in,199,22,17,0,4,2,0,27
28/07/2019 08:00,28/07/2019,08:00:00,S10_EastRoad_CAM003,out,255,35,25,2,9,4,0,20
28/07/2019 09:00,28/07/2019,09:00:00,S10_EastRoad_CAM003,in,329,47,21,1,13,3,0,30
28/07/2019 09:00,28/07/2019,09:00:00,S10_EastRoad_CAM003,out,438,51,51,2,16,0,0,21
28/07/2019 10:00,28/07/2019,10:00:00,S10_EastRoad_CAM003,in,551,59,39,7,14,3,0,42
28/07/2019 10:00,28/07/2019,10:00:00,S10_EastRoad_CAM003,out,571,89,46,7,11,0,0,28
28/07/2019 11:00,28/07/2019,11:00:00,S10_EastRoad_CAM003,in,636,116,30,5,17,2,0,46
28/07/2019 11:00,28/07/2019,11:00:00,S10_EastRoad_CAM003,out,622,84,60,18,7,2,1,27
28/07/2019 12:00,28/07/2019,12:00:00,S10_EastRoad_CAM003,in,673,108,40,4,13,2,1,36
28/07/2019 12:00,28/07/2019,12:00:00,S10_EastRoad_CAM003,out,622,142,60,10,11,2,0,22
28/07/2019 13:00,28/07/2019,13:00:00,S10_EastRoad_CAM003,in,705,138,36,11,13,1,0,44
28/07/2019 13:00,28/07/2019,13:00:00,S10_EastRoad_CAM003,out,655,110,55,10,9,3,0,32
28/07/2019 14:00,28/07/2019,14:00:00,S10_EastRoad_CAM003,in,674,127,57,7,14,3,0,52
28/07/2019 14:00,28/07/2019,14:00:00,S10_EastRoad_CAM003,out,662,147,47,21,8,1,0,19
28/07/2019 15:00,28/07/2019,15:00:00,S10_EastRoad_CAM003,in,643,155,47,19,10,2,0,51
28/07/2019 15:00,28/07/2019,15:00:00,S10_EastRoad_CAM003,out,602,160,58,9,14,0,0,25
28/07/2019 16:00,28/07/2019,16:00:00,S10_EastRoad_CAM003,in,582,112,51,11,14,0,1,42
28/07/2019 16:00,28/07/2019,16:00:00,S10_EastRoad_CAM003,out,656,180,58,18,8,1,0,42
28/07/2019 17:00,28/07/2019,17:00:00,S10_EastRoad_CAM003,in,637,119,50,15,10,0,0,37
28/07/2019 17:00,28/07/2019,17:00:00,S10_EastRoad_CAM003,out,571,155,45,23,9,0,0,21
28/07/2019 18:00,28/07/2019,18:00:00,S10_EastRoad_CAM003,in,485,82,38,22,19,0,0,39
28/07/2019 18:00,28/07/2019,18:00:00,S10_EastRoad_CAM003,out,437,105,40,24,8,0,0,33
28/07/2019 19:00,28/07/2019,19:00:00,S10_EastRoad_CAM003,in,511,88,51,20,6,0,0,30
28/07/2019 19:00,28/07/2019,19:00:00,S10_EastRoad_CAM003,out,443,76,28,26,4,2,0,19
28/07/2019 20:00,28/07/2019,20:00:00,S10_EastRoad_CAM003,in,421,65,57,28,2,1,0,22
28/07/2019 20:00,28/07/2019,20:00:00,S10_EastRoad_CAM003,out,389,59,35,23,5,0,0,20
