Local Time (Sensor),Date,Time,countlineName,direction,Car,Pedestrian,Cyclist,Motorbike,Bus,OGV1,OGV2,LGV
03/06/2019 01:00,03/06/2019,01:00:00,S10_EastRoad_CAM003,in,89,9,4,2,1,0,0,5
03/06/2019 01:00,03/06/2019,01:00:00,S10_EastRoad_CAM003,out,51,6,0,0,0,1,0,1
03/06/2019 02:00,03/06/2019,02:00:00,S10_EastRoad_CAM003,in,34,4,1,0,0,0,0,5
03/06/2019 02:00,03/06/2019,02:00:00,S10_EastRoad_CAM003,out,32,5,0,0,1,0,0,5
03/06/2019 03:00,03/06/2019,03:00:00,S10_EastRoad_CAM003,in,42,3,2,0,0,0,0,6
03/06/2019 03:00,03/06/2019,03:00:00,S10_EastRoad_CAM003,out,38,0,1,0,0,1,0,6
03/06/2019 04:00,03/06/2019,04:00:00,S10_EastRoad_CAM003,in,39,2,8,2,0,0,0,5
03/06/2019 04:00,03/06/2019,04:00:00,S10_EastRoad_CAM003,out,68,9,5,3,1,1,0,16
03/06/2019 05:00,03/06/2019,05:00:00,S10_EastRoad_CAM003,in,85,2,9,1,1,3,1,15
03/06/2019 05:00,03/06/2019,05:00:00,S10_EastRoad_CAM003,out,119,8,19,4,1,5,0,34
03/06/2019 06:00,03/06/2019,06:00:00,S10_EastRoad_CAM003,in,161,13,31,1,1,6,3,35
03/06/2019 06:00,03/06/2019,06:00:00,S10_EastRoad_CAM003,out,303,27,38,13,5,13,1,58
03/06/2019 07:00,03/06/2019,07:00:00,S10_EastRoad_CAM003,in,319,34,22,6,11,12,6,86
03/06/2019 07:00,03/06/2019,07:00:00,S10_EastRoad_CAM003,out,561,90,137,21,4,11,1,141
03/06/2019 08:00,03/06/2019,08:00:00,S10_EastRoad_CAM003,in,472,85,47,7,17,11,7,85
03/06/2019 08:00,03/06/2019,08:00:00,S10_EastRoad_CAM003,out,588,164,314,15,4,21,2,136
03/06/2019 09:00,03/06/2019,09:00:00,S10_EastRoad_CAM003,in,462,76,24,10,15,22,8,134
03/06/2019 09:00,03/06/2019,09:00:00,S10_EastRoad_CAM003,out,519,99,190,8,13,25,2,147
03/06/2019 10:00,03/06/2019,10:00:00,S10_EastRoad_CAM003,in,458,54,25,1,16,22,5,121
03/06/2019 10:00,03/06/2019,10:00:00,S10_EastRoad_CAM003,out,488,84,81,13,8,21,3,141
03/06/2019 11:00,03/06/2019,11:00:00,S10_EastRoad_CAM003,in,451,92,32,5,16,21,4,114
03/06/2019 11:00,03/06/2019,11:00:00,S10_EastRoad_CAM003,out,498,82,57,11,13,16,0,119
03/06/2019 12:00,03/06/2019,12:00:00,S10_EastRoad_CAM003,in,539,129,49,10,14,10,3,125
03/06/2019 12:00,03/06/2019,12:00:00,S10_EastRoad_CAM003,out,559,117,57,21,16,18,2,109
03/06/2019 13:00,03/06/2019,13:00:00,S10_EastRoad_CAM003,in,581,138,53,15,11,18,9,102
03/06/2019 13:00,03/06/2019,13:00:00,S10_EastRoad_CAM003,out,512,166,75,29,11,16,0,140
03/06/2019 14:00,03/06/2019,14:00:00,S10_EastRoad_CAM003,in,573,136,42,12,14,7,5,113
03/06/2019 14:00,03/06/2019,14:00:00,S10_EastRoad_CAM003,out,507,152,46,11,11,9,1,101
03/06/2019 15:00,03/06/2019,15:00:00,S10_EastRoad_CAM003,in,580,184,46,17,14,10,6,135
03/06/2019 15:00,03/06/2019,15:00:00,S10_EastRoad_CAM003,out,533,179,70,25,12,14,0,81
03/06/2019 16:00,03/06/2019,16:00:00,S10_EastRoad_CAM003,in,676,118,82,22,15,1,2,123
03/06/2019 16:00,03/06/2019,16:00:00,S10_EastRoad_CAM003,out,523,158,88,22,11,1,0,68
03/06/2019 17:00,03/06/2019,17:00:00,S10_EastRoad_CAM003,in,683,179,154,26,13,1,1,73
03/06/2019 17:00,03/06/2019,17:00:00,S10_EastRoad_CAM003,out,559,177,145,25,12,3,0,31
03/06/2019 18:00,03/06/2019,18:00:00,S10_EastRoad_CAM003,in,615,153,137,25,14,0,1,53
03/06/2019 18:00,03/06/2019,18:00:00,S10_EastRoad_CAM003,out,496,137,106,30,10,0,0,31
03/06/2019 19:00,03/06/2019,19:00:00,S10_EastRoad_CAM003,in,566,117,124,27,7,2,0,43
03/06/2019 19:00,03/06/2019,19:00:00,S10_EastRoad_CAM003,out,520,89,95,23,6,1,0,34
03/06/2019 20:00,03/06/2019,20:00:00,S10_EastRoad_CAM003,in,414,77,80,25,8,0,0,28
03/06/2019 20:00,03/06/2019,20:00:00,S10_EastRoad_CAM003,out,426,89,68,23,5,0,0,31
03/06/2019 21:00,03/06/2019,21:00:00,S10_EastRoad_CAM003,in,404,76,48,19,2,2,6,27
03/06/2019 21:00,03/06/2019,21:00:00,S10_EastRoad_CAM003,out,330,89,33,19,2,3,0,20
03/06/2019 22:00,03/06/2019,22:00:00,S10_EastRoad_CAM003,in,317,56,28,10,1,1,5,20
03/06/2019 22:00,03/06/2019,22:00:00,S10_EastRoad_CAM003,out,288,54,15,10,2,0,0,8
03/06/2019 23:00,03/06/2019,23:00:00,S10_EastRoad_CAM003,in,238,29,16,2,0,9,4,4
03/06/2019 23:00,03/06/2019,23:00:00,S10_EastRoad_CAM003,out,179,30,9,4,2,0,0,5
04/06/2019 00:00,04/06/2019,00:00:00,S10_EastRoad_CAM003,in,150,16,6,3,0,5,3,8
04/06/2019 00:00,04/06/2019,00:00:00,S10_EastRoad_CAM003,out,111,8,2,2,1,0,0,10
04/06/2019 01:00,04/06/2019,01:00:00,S10_EastRoad_CAM003,in,69,12,2,0,1,4,1,3
04/06/2019 01:00,04/06/2019,01:00:00,S10_EastRoad_CAM003,out,76,9,1,1,0,0,0,5
04/06/2019 02:00,04/06/2019,02:00:00,S10_EastRoad_CAM003,in,47,2,1,0,1,8,3,4
04/06/2019 02:00,04/06/2019,02:00:00,S10_EastRoad_CAM003,out,36,12,0,1,1,0,0,2
04/06/2019 03:00,04/06/2019,03:00:00,S10_EastRoad_CAM003,in,43,5,2,0,0,7,2,6
04/06/2019 03:00,04/06/2019,03:00:00,S10_EastRoad_CAM003,out,37,8,1,1,1,0,0,7
04/06/2019 04:00,04/06/2019,04:00:00,S10_EastRoad_CAM003,in,36,2,5,2,0,2,2,10
04/06/2019 04:00,04/06/2019,04:00:00,S10_EastRoad_CAM003,out,68,18,7,2,2,4,0,14
04/06/2019 05:00,04/06/2019,05:00:00,S10_EastRoad_CAM003,in,70,6,7,1,0,5,2,20
04/06/2019 05:00,04/06/2019,05:00:00,S10_EastRoad_CAM003,out,136,12,16,2,1,8,2,30
04/06/2019 06:00,04/06/2019,06:00:00,S10_EastRoad_CAM003,in,171,10,22,1,1,9,3,42
04/06/2019 06:00,04/06/2019,06:00:00,S10_EastRoad_CAM003,out,346,35,50,21,5,20,1,72
04/06/2019 07:00,04/06/2019,07:00:00,S10_EastRoad_CAM003,in,349,41,29,4,11,20,2,84
04/06/2019 07:00,04/06/2019,07:00:00,S10_EastRoad_CAM003,out,632,103,148,13,7,21,2,149
04/06/2019 08:00,04/06/2019,08:00:00,S10_EastRoad_CAM003,in,485,90,47,1,16,10,7,49
04/06/2019 08:00,04/06/2019,08:00:00,S10_EastRoad_CAM003,out,595,215,305,17,6,18,0,115
04/06/2019 09:00,04/06/2019,09:00:00,S10_EastRoad_CAM003,in,454,127,44,5,18,13,5,132
04/06/2019 09:00,04/06/2019,09:00:00,S10_EastRoad_CAM003,out,561,143,179,13,12,19,6,124
04/06/2019 10:00,04/06/2019,10:00:00,S10_EastRoad_CAM003,in,453,121,29,14,17,14,5,111
04/06/2019 10:00,04/06/2019,10:00:00,S10_EastRoad_CAM003,out,522,85,69,14,14,22,1,149
04/06/2019 11:00,04/06/2019,11:00:00,S10_EastRoad_CAM003,in,512,98,33,9,17,20,12,145
04/06/2019 11:00,04/06/2019,11:00:00,S10_EastRoad_CAM003,out,527,118,69,10,10,20,0,131
04/06/2019 12:00,04/06/2019,12:00:00,S10_EastRoad_CAM003,in,513,144,35,18,12,15,6,135
04/06/2019 12:00,04/06/2019,12:00:00,S10_EastRoad_CAM003,out,568,150,61,24,8,17,3,97
04/06/2019 13:00,04/06/2019,13:00:00,S10_EastRoad_CAM003,in,531,153,42,16,12,13,9,116
04/06/2019 13:00,04/06/2019,13:00:00,S10_EastRoad_CAM003,out,539,114,65,20,9,13,4,99
04/06/2019 14:00,04/06/2019,14:00:00,S10_EastRoad_CAM003,in,576,125,45,18,15,10,10,103
04/06/2019 14:00,04/06/2019,14:00:00,S10_EastRoad_CAM003,out,537,125,58,15,10,6,0,81
04/06/2019 15:00,04/06/2019,15:00:00,S10_EastRoad_CAM003,in,555,126,75,10,13,6,6,110
04/06/2019 15:00,04/06/2019,15:00:00,S10_EastRoad_CAM003,out,544,129,56,20,13,8,0,84
04/06/2019 16:00,04/06/2019,16:00:00,S10_EastRoad_CAM003,in,683,133,84,19,14,6,1,93
04/06/2019 16:00,04/06/2019,16:00:00,S10_EastRoad_CAM003,out,523,153,76,18,12,2,0,56
04/06/2019 17:00,04/06/2019,17:00:00,S10_EastRoad_CAM003,in,714,134,145,16,10,2,0,58
04/06/2019 17:00,04/06/2019,17:00:00,S10_EastRoad_CAM003,out,596,158,143,19,5,0,0,34
04/06/2019 18:00,04/06/2019,18:00:00,S10_EastRoad_CAM003,in,759,147,110,23,14,0,0,46
04/06/2019 18:00,04/06/2019,18:00:00,S10_EastRoad_CAM003,out,624,125,109,18,10,2,0,32
04/06/2019 19:00,04/06/2019,19:00:00,S10_EastRoad_CAM003,in,605,122,91,19,10,1,1,41
04/06/2019 19:00,04/06/2019,19:00:00,S10_EastRoad_CAM003,out,547,103,67,17,7,0,0,19
04/06/2019 20:00,04/06/2019,20:00:00,S10_EastRoad_CAM003,in,468,76,88,13,8,0,0,29
04/06/2019 20:00,04/06/2019,20:00:00,S10_EastRoad_CAM003,out,433,50,53,21,4,1,0,25
04/06/2019 21:00,04/06/2019,21:00:00,S10_EastRoad_CAM003,in,471,65,43,15,2,3,9,23
04/06/2019 21:00,04/06/2019,21:00:00,S10_EastRoad_CAM003,out,367,66,25,6,4,1,0,15
04/06/2019 22:00,04/06/2019,22:00:00,S10_EastRoad_CAM003,in,380,27,20,13,0,6,1,12
04/06/2019 22:00,04/06/2019,22:00:00,S10_EastRoad_CAM003,out,302,57,11,12,2,1,0,8
04/06/2019 23:00,04/06/2019,23:00:00,S10_EastRoad_CAM003,in,216,23,5,2,0,1,0,7
04/06/2019 23:00,04/06/2019,23:00:00,S10_EastRoad_CAM003,out,169,15,5,2,1,1,0,5
05/06/2019 00:00,05/06/2019,00:00:00,S10_EastRoad_CAM003,in,143,12,5,0,2,4,1,12
05/06/2019 00:00,05/06/2019,00:00:00,S10_EastRoad_CAM003,out,94,15,1,2,1,1,0,7
05/06/2019 01:00,05/06/2019,01:00:00,S10_EastRoad_CAM003,in,68,3,6,2,0,5,2,4
05/06/2019 01:00,05/06/2019,01:00:00,S10_EastRoad_CAM003,out,48,4,0,0,0,0,0,3
05/06/2019 02:00,05/06/2019,02:00:00,S10_EastRoad_CAM003,in,43,5,4,0,0,7,0,2
05/06/2019 02:00,05/06/2019,02:00:00,S10_EastRoad_CAM003,out,42,3,2,1,1,1,0,7
05/06/2019 03:00,05/06/2019,03:00:00,S10_EastRoad_CAM003,in,37,2,0,0,0,3,0,8
05/06/2019 03:00,05/06/2019,03:00:00,S10_EastRoad_CAM003,out,35,6,4,2,1,2,0,5
05/06/2019 04:00,05/06/2019,04:00:00,S10_EastRoad_CAM003,in,36,3,4,1,0,4,1,9
05/06/2019 04:00,05/06/2019,04:00:00,S10_EastRoad_CAM003,out,61,11,5,0,2,3,0,11
05/06/2019 05:00,05/06/2019,05:00:00,S10_EastRoad_CAM003,in,69,5,7,0,0,2,0,18
05/06/2019 05:00,05/06/2019,05:00:00,S10_EastRoad_CAM003,out,118,8,21,3,3,5,2,28
05/06/2019 06:00,05/06/2019,06:00:00,S10_EastRoad_CAM003,in,153,13,27,2,2,7,2,36
05/06/2019 06:00,05/06/2019,06:00:00,S10_EastRoad_CAM003,out,303,29,57,8,6,11,0,79
05/06/2019 07:00,05/06/2019,07:00:00,S10_EastRoad_CAM003,in,339,32,17,3,13,15,1,95
05/06/2019 07:00,05/06/2019,07:00:00,S10_EastRoad_CAM003,out,618,87,142,32,4,19,1,142
05/06/2019 08:00,05/06/2019,08:00:00,S10_EastRoad_CAM003,in,478,87,51,4,19,18,11,90
05/06/2019 08:00,05/06/2019,08:00:00,S10_EastRoad_CAM003,out,628,206,350,20,5,31,1,144
05/06/2019 09:00,05/06/2019,09:00:00,S10_EastRoad_CAM003,in,458,70,19,4,20,14,5,129
05/06/2019 09:00,05/06/2019,09:00:00,S10_EastRoad_CAM003,out,572,99,169,10,13,12,1,146
05/06/2019 10:00,05/06/2019,10:00:00,S10_EastRoad_CAM003,in,438,70,21,5,17,26,9,121
05/06/2019 10:00,05/06/2019,10:00:00,S10_EastRoad_CAM003,out,521,87,90,8,12,17,0,118
05/06/2019 11:00,05/06/2019,11:00:00,S10_EastRoad_CAM003,in,502,99,29,6,15,15,5,124
05/06/2019 11:00,05/06/2019,11:00:00,S10_EastRoad_CAM003,out,516,116,54,12,14,15,0,130
05/06/2019 12:00,05/06/2019,12:00:00,S10_EastRoad_CAM003,in,540,149,39,16,12,10,6,109
05/06/2019 12:00,05/06/2019,12:00:00,S10_EastRoad_CAM003,out,542,169,75,18,11,19,1,109
05/06/2019 13:00,05/06/2019,13:00:00,S10_EastRoad_CAM003,in,521,146,52,21,14,12,6,119
05/06/2019 13:00,05/06/2019,13:00:00,S10_EastRoad_CAM003,out,491,176,62,30,13,10,4,107
05/06/2019 14:00,05/06/2019,14:00:00,S10_EastRoad_CAM003,in,544,140,71,14,14,7,7,105
05/06/2019 14:00,05/06/2019,14:00:00,S10_EastRoad_CAM003,out,488,134,79,23,9,10,4,103
05/06/2019 15:00,05/06/2019,15:00:00,S10_EastRoad_CAM003,in,568,141,74,13,15,3,8,100
05/06/2019 15:00,05/06/2019,15:00:00,S10_EastRoad_CAM003,out,580,172,84,16,17,10,1,88
05/06/2019 16:00,05/06/2019,16:00:00,S10_EastRoad_CAM003,in,645,114,68,26,13,6,3,110
05/06/2019 16:00,05/06/2019,16:00:00,S10_EastRoad_CAM003,out,526,148,98,17,13,3,1,82
05/06/2019 17:00,05/06/2019,17:00:00,S10_EastRoad_CAM003,in,696,187,119,24,13,0,1,78
05/06/2019 17:00,05/06/2019,17:00:00,S10_EastRoad_CAM003,out,594,174,138,38,9,0,1,46
05/06/2019 18:00,05/06/2019,18:00:00,S10_EastRoad_CAM003,in,725,148,101,27,15,4,0,56
05/06/2019 18:00,05/06/2019,18:00:00,S10_EastRoad_CAM003,out,591,137,125,22,12,0,0,27
05/06/2019 19:00,05/06/2019,19:00:00,S10_EastRoad_CAM003,in,636,105,78,23,9,1,0,44
05/06/2019 19:00,05/06/2019,19:00:00,S10_EastRoad_CAM003,out,573,110,102,23,5,2,0,24
05/06/2019 20:00,05/06/2019,20:00:00,S10_EastRoad_CAM003,in,508,89,81,33,10,0,0,26
05/06/2019 20:00,05/06/2019,20:00:00,S10_EastRoad_CAM003,out,461,105,61,25,4,1,0,31
05/06/2019 21:00,05/06/2019,21:00:00,S10_EastRoad_CAM003,in,492,89,41,18,1,2,0,21
05/06/2019 21:00,05/06/2019,21:00:00,S10_EastRoad_CAM003,out,360,61,26,15,1,1,0,21
05/06/2019 22:00,05/06/2019,22:00:00,S10_EastRoad_CAM003,in,351,35,25,17,1,7,2,25
05/06/2019 22:00,05/06/2019,22:00:00,S10_EastRoad_CAM003,out,326,49,14,5,1,0,0,13
05/06/2019 23:00,05/06/2019,23:00:00,S10_EastRoad_CAM003,in,274,9,12,8,0,3,1,6
05/06/2019 23:00,05/06/2019,23:00:00,S10_EastRoad_CAM003,out,171,20,5,1,1,1,0,2
06/06/2019 00:00,06/06/2019,00:00:00,S10_EastRoad_CAM003,in,137,8,9,0,2,2,2,9
06/06/2019 00:00,06/06/2019,00:00:00,S10_EastRoad_CAM003,out,106,4,1,1,2,1,0,13
06/06/2019 01:00,06/06/2019,01:00:00,S10_EastRoad_CAM003,in,78,8,2,0,0,2,0,2
06/06/2019 01:00,06/06/2019,01:00:00,S10_EastRoad_CAM003,out,53,6,1,2,0,0,0,3
06/06/2019 02:00,06/06/2019,02:00:00,S10_EastRoad_CAM003,in,30,4,1,1,0,7,0,2
06/06/2019 02:00,06/06/2019,02:00:00,S10_EastRoad_CAM003,out,40,4,0,0,1,1,0,4
06/06/2019 03:00,06/06/2019,03:00:00,S10_EastRoad_CAM003,in,34,3,3,0,0,7,1,15
06/06/2019 03:00,06/06/2019,03:00:00,S10_EastRoad_CAM003,out,41,2,2,3,0,2,0,4
06/06/2019 04:00,06/06/2019,04:00:00,S10_EastRoad_CAM003,in,40,1,3,0,0,3,1,10
06/06/2019 04:00,06/06/2019,04:00:00,S10_EastRoad_CAM003,out,54,12,12,1,2,1,0,13
06/06/2019 05:00,06/06/2019,05:00:00,S10_EastRoad_CAM003,in,74,6,11,3,1,3,3,23
06/06/2019 05:00,06/06/2019,05:00:00,S10_EastRoad_CAM003,out,119,7,26,0,1,7,1,31
06/06/2019 06:00,06/06/2019,06:00:00,S10_EastRoad_CAM003,in,148,16,23,3,2,4,2,38
06/06/2019 06:00,06/06/2019,06:00:00,S10_EastRoad_CAM003,out,296,34,48,11,6,18,0,63
06/06/2019 07:00,06/06/2019,07:00:00,S10_EastRoad_CAM003,in,325,22,12,3,13,12,2,94
06/06/2019 07:00,06/06/2019,07:00:00,S10_EastRoad_CAM003,out,621,87,147,23,6,13,0,162
06/06/2019 08:00,06/06/2019,08:00:00,S10_EastRoad_CAM003,in,518,73,28,2,13,13,2,84
06/06/2019 08:00,06/06/2019,08:00:00,S10_EastRoad_CAM003,out,622,153,284,13,6,8,0,139
06/06/2019 09:00,06/06/2019,09:00:00,S10_EastRoad_CAM003,in,481,51,23,3,16,14,7,117
06/06/2019 09:00,06/06/2019,09:00:00,S10_EastRoad_CAM003,out,552,72,179,8,13,14,0,164
06/06/2019 10:00,06/06/2019,10:00:00,S10_EastRoad_CAM003,in,411,62,18,5,21,24,1,110
06/06/2019 10:00,06/06/2019,10:00:00,S10_EastRoad_CAM003,out,502,74,98,12,11,13,1,159
06/06/2019 11:00,06/06/2019,11:00:00,S10_EastRoad_CAM003,in,483,91,33,8,14,21,8,129
06/06/2019 11:00,06/06/2019,11:00:00,S10_EastRoad_CAM003,out,497,96,65,9,12,14,0,119
06/06/2019 12:00,06/06/2019,12:00:00,S10_EastRoad_CAM003,in,503,149,51,14,22,14,7,126
06/06/2019 12:00,06/06/2019,12:00:00,S10_EastRoad_CAM003,out,526,153,60,18,11,6,0,102
06/06/2019 13:00,06/06/2019,13:00:00,S10_EastRoad_CAM003,in,507,144,48,12,15,8,6,111
06/06/2019 13:00,06/06/2019,13:00:00,S10_EastRoad_CAM003,out,518,181,100,21,11,16,2,106
06/06/2019 14:00,06/06/2019,14:00:00,S10_EastRoad_CAM003,in,527,140,61,13,16,9,9,111
06/06/2019 14:00,06/06/2019,14:00:00,S10_EastRoad_CAM003,out,520,170,78,19,8,9,3,90
06/06/2019 15:00,06/06/2019,15:00:00,S10_EastRoad_CAM003,in,572,162,79,16,16,4,11,103
06/06/2019 15:00,06/06/2019,15:00:00,S10_EastRoad_CAM003,out,516,200,75,19,17,10,0,65
06/06/2019 16:00,06/06/2019,16:00:00,S10_EastRoad_CAM003,in,668,179,97,22,15,4,0,98
06/06/2019 16:00,06/06/2019,16:00:00,S10_EastRoad_CAM003,out,537,147,100,22,13,1,0,78
06/06/2019 17:00,06/06/2019,17:00:00,S10_EastRoad_CAM003,in,672,184,108,14,13,4,0,55
06/06/2019 17:00,06/06/2019,17:00:00,S10_EastRoad_CAM003,out,632,202,146,24,7,2,0,39
06/06/2019 18:00,06/06/2019,18:00:00,S10_EastRoad_CAM003,in,657,142,74,18,12,3,0,45
06/06/2019 18:00,06/06/2019,18:00:00,S10_EastRoad_CAM003,out,662,169,156,13,9,0,0,22
06/06/2019 19:00,06/06/2019,19:00:00,S10_EastRoad_CAM003,in,590,134,84,15,11,1,0,42
06/06/2019 19:00,06/06/2019,19:00:00,S10_EastRoad_CAM003,out,591,126,86,22,5,2,0,30
06/06/2019 20:00,06/06/2019,20:00:00,S10_EastRoad_CAM003,in,486,104,94,15,10,0,0,21
06/06/2019 20:00,06/06/2019,20:00:00,S10_EastRoad_CAM003,out,438,95,54,9,5,0,0,23
06/06/2019 21:00,06/06/2019,21:00:00,S10_EastRoad_CAM003,in,517,65,60,21,0,4,10,23
06/06/2019 21:00,06/06/2019,21:00:00,S10_EastRoad_CAM003,out,374,81,48,22,2,1,0,16
06/06/2019 22:00,06/06/2019,22:00:00,S10_EastRoad_CAM003,in,421,55,33,16,0,2,2,11
06/06/2019 22:00,06/06/2019,22:00:00,S10_EastRoad_CAM003,out,362,84,23,17,1,0,0,9
06/06/2019 23:00,06/06/2019,23:00:00,S10_EastRoad_CAM003,in,279,42,24,7,0,5,2,10
06/06/2019 23:00,06/06/2019,23:00:00,S10_EastRoad_CAM003,out,215,37,15,6,2,0,0,6
07/06/2019 00:00,07/06/2019,00:00:00,S10_EastRoad_CAM003,in,163,21,8,3,3,7,0,8
07/06/2019 00:00,07/06/2019,00:00:00,S10_EastRoad_CAM003,out,126,17,4,1,1,2,0,10
07/06/2019 01:00,07/06/2019,01:00:00,S10_EastRoad_CAM003,in,88,6,4,3,0,5,1,4
07/06/2019 01:00,07/06/2019,01:00:00,S10_EastRoad_CAM003,out,76,9,0,1,0,0,0,3
07/06/2019 02:00,07/06/2019,02:00:00,S10_EastRoad_CAM003,in,44,2,0,0,0,6,1,5
07/06/2019 02:00,07/06/2019,02:00:00,S10_EastRoad_CAM003,out,40,4,1,1,1,1,0,4
07/06/2019 03:00,07/06/2019,03:00:00,S10_EastRoad_CAM003,in,46,5,5,0,0,5,1,7
07/06/2019 03:00,07/06/2019,03:00:00,S10_EastRoad_CAM003,out,44,5,2,2,0,1,0,9
07/06/2019 04:00,07/06/2019,04:00:00,S10_EastRoad_CAM003,in,58,8,4,1,0,2,0,10
07/06/2019 04:00,07/06/2019,04:00:00,S10_EastRoad_CAM003,out,96,21,5,1,2,1,0,8
07/06/2019 05:00,07/06/2019,05:00:00,S10_EastRoad_CAM003,in,81,9,7,1,0,5,1,12
07/06/2019 05:00,07/06/2019,05:00:00,S10_EastRoad_CAM003,out,128,11,16,1,2,9,1,28
07/06/2019 06:00,07/06/2019,06:00:00,S10_EastRoad_CAM003,in,155,15,18,2,1,8,3,33
07/06/2019 06:00,07/06/2019,06:00:00,S10_EastRoad_CAM003,out,289,24,48,10,7,14,0,75
07/06/2019 07:00,07/06/2019,07:00:00,S10_EastRoad_CAM003,in,315,26,24,4,9,19,5,93
07/06/2019 07:00,07/06/2019,07:00:00,S10_EastRoad_CAM003,out,601,82,111,14,10,19,1,147
07/06/2019 08:00,07/06/2019,08:00:00,S10_EastRoad_CAM003,in,453,110,45,11,19,16,7,103
07/06/2019 08:00,07/06/2019,08:00:00,S10_EastRoad_CAM003,out,624,173,303,18,7,30,7,124
07/06/2019 09:00,07/06/2019,09:00:00,S10_EastRoad_CAM003,in,486,83,55,9,19,20,17,126
07/06/2019 09:00,07/06/2019,09:00:00,S10_EastRoad_CAM003,out,516,127,179,9,12,24,0,159
07/06/2019 10:00,07/06/2019,10:00:00,S10_EastRoad_CAM003,in,509,93,42,3,15,14,5,124
07/06/2019 10:00,07/06/2019,10:00:00,S10_EastRoad_CAM003,out,477,119,91,10,9,15,1,131
07/06/2019 11:00,07/06/2019,11:00:00,S10_EastRoad_CAM003,in,537,114,30,8,15,10,7,148
07/06/2019 11:00,07/06/2019,11:00:00,S10_EastRoad_CAM003,out,576,111,66,12,13,21,0,121
07/06/2019 12:00,07/06/2019,12:00:00,S10_EastRoad_CAM003,in,603,140,57,8,16,12,5,128
07/06/2019 12:00,07/06/2019,12:00:00,S10_EastRoad_CAM003,out,606,124,77,16,9,15,2,90
07/06/2019 13:00,07/06/2019,13:00:00,S10_EastRoad_CAM003,in,585,130,37,13,18,7,4,122
07/06/2019 13:00,07/06/2019,13:00:00,S10_EastRoad_CAM003,out,588,160,98,18,9,13,0,107
07/06/2019 14:00,07/06/2019,14:00:00,S10_EastRoad_CAM003,in,606,134,59,15,16,10,8,98
07/06/2019 14:00,07/06/2019,14:00:00,S10_EastRoad_CAM003,out,577,111,61,17,6,12,0,115
07/06/2019 15:00,07/06/2019,15:00:00,S10_EastRoad_CAM003,in,611,130,48,12,13,7,5,88
07/06/2019 15:00,07/06/2019,15:00:00,S10_EastRoad_CAM003,out,649,135,81,7,12,9,0,54
07/06/2019 16:00,07/06/2019,16:00:00,S10_EastRoad_CAM003,in,745,141,76,17,17,4,0,83
07/06/2019 16:00,07/06/2019,16:00:00,S10_EastRoad_CAM003,out,596,124,81,16,10,2,0,54
07/06/2019 17:00,07/06/2019,17:00:00,S10_EastRoad_CAM003,in,599,153,84,8,12,0,0,39
07/06/2019 17:00,07/06/2019,17:00:00,S10_EastRoad_CAM003,out,606,165,93,21,13,1,0,37
07/06/2019 18:00,07/06/2019,18:00:00,S10_EastRoad_CAM003,in,640,152,83,16,12,0,0,43
07/06/2019 18:00,07/06/2019,18:00:00,S10_EastRoad_CAM003,out,650,160,109,20,8,1,0,45
07/06/2019 19:00,07/06/2019,19:00:00,S10_EastRoad_CAM003,in,665,110,75,12,8,0,0,31
07/06/2019 19:00,07/06/2019,19:00:00,S10_EastRoad_CAM003,out,651,138,96,18,6,0,0,29
07/06/2019 20:00,07/06/2019,20:00:00,S10_EastRoad_CAM003,in,514,103,56,20,9,0,0,33
07/06/2019 20:00,07/06/2019,20:00:00,S10_EastRoad_CAM003,out,512,106,48,21,8,1,0,22
07/06/2019 21:00,07/06/2019,21:00:00,S10_EastRoad_CAM003,in,522,82,34,15,3,4,3,20
07/06/2019 21:00,07/06/2019,21:00:00,S10_EastRoad_CAM003,out,405,79,35,16,1,0,1,12
07/06/2019 22:00,07/06/2019,22:00:00,S10_EastRoad_CAM003,in,393,56,31,16,2,3,3,10
07/06/2019 22:00,07/06/2019,22:00:00,S10_EastRoad_CAM003,out,401,75,25,20,2,0,0,10
07/06/2019 23:00,07/06/2019,23:00:00,S10_EastRoad_CAM003,in,380,38,23,13,0,1,3,3
07/06/2019 23:00,07/06/2019,23:00:00,S10_EastRoad_CAM003,out,303,48,20,9,2,0,0,4
08/06/2019 00:00,08/06/2019,00:00:00,S10_EastRoad_CAM003,in,225,28,25,1,2,4,0,7
08/06/2019 00:00,08/06/2019,00:00:00,S10_EastRoad_CAM003,out,196,12,10,5,1,1,0,8
08/06/2019 01:00,08/06/2019,01:00:00,S10_EastRoad_CAM003,in,156,29,6,2,2,2,0,7
08/06/2019 01:00,08/06/2019,01:00:00,S10_EastRoad_CAM003,out,138,14,2,0,0,2,0,6
08/06/2019 02:00,08/06/2019,02:00:00,S10_EastRoad_CAM003,in,100,2,2,1,2,2,0,10
08/06/2019 02:00,08/06/2019,02:00:00,S10_EastRoad_CAM003,out,101,5,0,0,1,1,0,1
08/06/2019 03:00,08/06/2019,03:00:00,S10_EastRoad_CAM003,in,72,5,3,1,0,0,0,3
08/06/2019 03:00,08/06/2019,03:00:00,S10_EastRoad_CAM003,out,76,5,0,0,1,1,0,7
08/06/2019 04:00,08/06/2019,04:00:00,S10_EastRoad_CAM003,in,59,9,4,2,0,0,0,5
08/06/2019 04:00,08/06/2019,04:00:00,S10_EastRoad_CAM003,out,67,1,5,1,1,0,0,7
